Unnamed: 0,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound,cleaned_review,sentiment
482,"A. Shieh ""eff.org""",3,"Reliable and inexpensive. However, it's quite slow, far, far slower than the 64GB samsung pro microsdxc. The Samsung works well for interactive use while I would only use this Sandisk card for applications where speed isn't important.",30-11-2013,373,0,0,0,0,0.0,0.0,reliable inexpensive however quite slow far far slower gb samsung pro microsdxc samsung work well interactive use would use sandisk card application speed isnt important,neutral
483,ashraf,5,this sd card is very compatible with samsung galaxy s4I recomended it to all galaxy s4 owners &#62;&#62;&#62;&#62;regards,25-08-2013,470,0,0,0,0,0.0,0.0,sd card compatible samsung galaxy si recomended galaxy owner regard,positive
484,"Ashton P. Johnson ""Zepaw""",5,"Good quality. I've been using it several devices (phone, tablet, and computer) with no troubles at all. Glad I chose this one.",10/8/2013,485,0,0,0,0,0.0,0.0,good quality ive using several device phone tablet computer trouble glad chose one,positive
485,ashu,5,-Great storage-Low price-Good transfer rate-Respond and read time is good-almost 14.8 will be available for user usage,2/11/2014,36,0,0,0,0,0.0,0.0,great storagelow pricegood transfer raterespond read time goodalmost available user usage,positive
486,Ashu M,5,"Not much more to say, really. Work, is faster than my Class 4 16GB card and provides the space to copy DSLR photos (when I hook the phone to my Nikon 5100 with the USB host cable)",10/1/2013,697,0,0,0,0,0.0,0.0,much say really work faster class gb card provides space copy dslr photo hook phone nikon usb host cable,positive
487,A. Snow,5,"It's a memory card, stores memory well, no problems after 2 months of use in my Note 2. Great price online.",3/2/2014,308,0,0,0,0,0.0,0.0,memory card store memory well problem month use note great price online,positive
488,Asone Hawaii,1,"I had this for my smart phone and it kept dismounting itself.  I did some research and found out that there are others experiencing the same problem.  So, I returned this and got Transcend instead.  Transcend works fine with no problem.",30-07-2013,496,0,0,0,0,0.0,0.0,smart phone kept dismounting research found others experiencing problem returned got transcend instead transcend work fine problem,negative
489,asperf21,5,Great product! came with an adapter to plug into a camera or a regular sized card reader. The ultra allows for faster uploads and downloads onto the card!  Great for pictures and apps!,6/6/2013,550,0,0,0,0,0.0,0.0,great product came adapter plug camera regular sized card reader ultra allows faster uploads downloads onto card great picture apps,positive
490,astraelraen,3,"I bought this primarily to use in my Surface Pro. It would randomly dismount itself. I do not know if it was the Surface's fault or the card's fault. Upon doing a little internet searching, I found this to be a common problem with Sandisk cards and the Surface Pro. I used another brand microSDXC and it has worked fine.",30-01-2014,312,0,0,0,0,0.0,0.0,bought primarily use surface pro would randomly dismount know surface fault card fault upon little internet searching found common problem sandisk card surface pro used another brand microsdxc worked fine,neutral
491,A Student,1,"This card was used in a phone without a large amount of write stress (which does shorten the life of the card - it was not written to over and over in the phone).The card is now totally unwriteable - on a Mac, a Linux machine, or the phone - writes all ""seem"" to succeed but even low-level reformats don't actually *do* anything - the exact same files are there after every change, untouchable and frozen forever.10 months of use out of a memory card and then a really weird failure like this (neither the Mac, Linux machine, or phone reports any error) is not acceptable quality from SanDisk.",11/10/2013,423,1,0,1,1,1.0,0.206549314,card used phone without large amount write stress shorten life card written phonethe card totally unwriteable mac linux machine phone writes seem succeed even lowlevel reformats dont actually anything exact file every change untouchable frozen forever month use memory card really weird failure like neither mac linux machine phone report error acceptable quality sandisk,negative
492,"A. Taft ""Technophile""",5,...and they're right!This microSDHC card is fast. I started formatting it a little behind another class 10 card (not a UHS-1) card and it formatted all 32GB ahead of the Transcend 16GB card - which is no slouch either! It's the fastest flash card I've sent yet. I doubt you will be disappointed unless you're an alien with more advanced technology.,3/11/2013,400,1,0,1,1,1.0,0.206549314,theyre rightthis microsdhc card fast started formatting little behind another class card uhs card formatted gb ahead transcend gb card slouch either fastest flash card ive sent yet doubt disappointed unless youre alien advanced technology,positive
493,Athma,4,I cannot gauge if its better or faster than a class 4 or 6. I use it in my mobile and it saves pictures just as quickly. Dont see a difference. But it has advertised capacity and works ok.,20-01-2013,687,0,0,0,0,0.0,0.0,gauge better faster class use mobile save picture quickly dont see difference advertised capacity work ok,positive
494,Atilio Cifuentes,5,"Just great, I hadn't been problems with my memory and I use it with my S3 all the time, so its great.",3/7/2013,523,0,0,0,0,0.0,0.0,great hadnt problem memory use time great,positive
495,AtlantaNative,5,There's not much to be said for this except that it works as advertised.  I'm happy with the purchase and would buy again.,30-12-2012,708,0,0,0,0,0.0,0.0,there much said except work advertised im happy purchase would buy,positive
496,Atlashrggd,5,As an photographer I rely on high quality cards for my images...this one does the job and then some.  Two thumbs up !!,12/5/2012,940,0,0,0,0,0.0,0.0,photographer rely high quality card imagesthis one job two thumb,positive
497,A to Z Guarantee,5,Been using it for a month and everything works fine.I have my SD card encrypted and it does take a little bit longer to transfer.It does get warm when I transfer files for more than 2 minutes but I have not had any performance issues with it.Overall 5/5,7/9/2013,457,0,0,0,0,0.0,0.0,using month everything work finei sd card encrypted take little bit longer transferit get warm transfer file minute performance issue itoverall,positive
498,Audi A4B7,5,"This is my 4th unit that I had purchased from SanDisk. Used it in a Sony Z Tablet, Note 2, S4, Q10 and most recently the Sony Z1 smartphone. Data transfer speeds are quick and you get consistent transfers without any errors.A worth buy!",31-01-2014,311,0,0,0,0,0.0,0.0,th unit purchased sandisk used sony z tablet note q recently sony z smartphone data transfer speed quick get consistent transfer without errorsa worth buy,positive
499,Augie Gardino,5,"Sandisk is a popular brand name product, which I have used for years. I bought this for my new camera, for recording video, and it has worked well so far.. have not tried it with my gopro camera yet.  It may be a little slow for fast action videos.",1/2/2014,310,0,0,0,0,0.0,0.0,sandisk popular brand name product used year bought new camera recording video worked well far tried gopro camera yet may little slow fast action video,positive
500,Augusto Andrade,5,Very good product. I got tired of taking pictures and the memory is not over. So good that I bought another,28-11-2013,375,0,0,0,0,0.0,0.0,good product got tired taking picture memory good bought another,positive
501,Austin,5,"I wanted a memory card for my phone so I started looking around online, this is by far one of the best you can get and the price is un-beatable",4/6/2013,552,0,0,0,0,0.0,0.0,wanted memory card phone started looking around online far one best get price unbeatable,positive
502,Austin Smith,5,"64GB for this price is a nice deal, especially when you are trying to add storage capability for a tablet or phone.  Keep in mind that not all phones/tablets/devices support 64GB, so you may have to get the 32 GB instead.  Performance is very good, especially when weighing with price and capacity.",10/1/2012,1063,0,0,0,0,0.0,0.0,gb price nice deal especially trying add storage capability tablet phone keep mind phonestabletsdevices support gb may get gb instead performance good especially weighing price capacity,positive
503,automator,5,"I own several video recording devices (Surveillance, car-based DVR systems, etc.), and the SanDisk Class 10 cards (always use class 10 cards when dealing with HD video) are the only ones which survive these extreme environments.I have been using SanDisk for years, and while I do admit to trying other great brands once in a while, I always come back to SanDisk, and will stick with it.Many non SanDisk brand cards might advertise Class 10 as well, but don't achieve the same writing speeds.  In fact, cheaping out on these cards may result in your video recording devices to become unstable, or worse, corrupt data.Highly recommended!",12/1/2012,1061,0,0,0,0,0.0,0.0,several video recording device surveillance carbased dvr system etc sandisk class card always use class card dealing hd video one survive extreme environmentsi using sandisk year admit trying great brand always come back sandisk stick itmany non sandisk brand card might advertise class well dont achieve writing speed fact cheaping card may result video recording device become unstable worse corrupt datahighly recommended,positive
504,A. Vanness,1,"I have had this for 8 months, and the SD Card already stopped deleting files and keeping pictures.  I have tried reformatting, and nothing helps.  Not cool.Update - April 2, 2014 - I contacted Sandisk and I am sending the problematic card back for warranty replacement.  I hope this will resolve the issue with the card.  I will keep you updated once the process is complete.",31-03-2014,252,0,1,1,-1,0.0,0.0,month sd card already stopped deleting file keeping picture tried reformatting nothing help coolupdate april contacted sandisk sending problematic card back warranty replacement hope resolve issue card keep updated process complete,negative
505,Avelarder,4,"I bought it to expand my Surface RT tablet, reliable and stable my data is intact and secure.Highly recommended",4/4/2014,248,0,0,0,0,0.0,0.0,bought expand surface rt tablet reliable stable data intact securehighly recommended,positive
506,Average Customer,5,"Worked perfectly right out of the box, and seems to be a lot faster than the old class 10 that were manufactured by SanDisk, or others for that matter.",6/10/2013,428,0,0,0,0,0.0,0.0,worked perfectly right box seems lot faster old class manufactured sandisk others matter,positive
507,average_john,5,"Have not experienced any wirting speed problem with my android sticks or PC. So I suppose it lives up to the 10X claimed. Tried with both SDHC & SDXC readers on both abdroid TV's and PC's USB ports, and all worked as smmoth as silk.",16-08-2013,479,0,0,0,0,0.0,0.0,experienced wirting speed problem android stick pc suppose life x claimed tried sdhc sdxc reader abdroid tv pc usb port worked smmoth silk,positive
508,average user,4,It works fine in my Verizon Galaxy S3 but has to be formated to FAT32.  Also works in my Canon IXUS 80.,15-03-2013,633,0,0,0,0,0.0,0.0,work fine verizon galaxy formated fat also work canon ixus,positive
509,Average User,5,"Still wondering how they fit 64,000,000,000 bites on a card like this. But this car is plenty fast and compatible with my devices.",4/1/2013,703,0,0,0,0,0.0,0.0,still wondering fit bite card like car plenty fast compatible device,positive
510,Avid Gardener,5,"It has worked fine, so I have no complaints.  I've purchased SanDisk products several times and have been happy with this brand.",7/9/2014,92,0,0,0,0,0.0,0.0,worked fine complaint ive purchased sandisk product several time happy brand,positive
511,Awesome,5,I've been used this prdoduct on the Past and it has great whit my Past Galaxy Note 2 for Store almost anything on my Device,14-01-2014,328,0,0,0,0,0.0,0.0,ive used prdoduct past great whit past galaxy note store almost anything device,positive
512,AW,1,This card failed after 2 weeks of use.  I have the same problem with their SSD failed on me after 6 months.,1/7/2014,160,0,0,0,0,0.0,0.0,card failed week use problem ssd failed month,negative
513,AYMEN3M,4,"Fast , no problems , i loved the price and it worked immediately , never caused me any problems.... Oh just remembered when i place it into the sd card to make it fit into the pc ,,, usually the micro sd get stuck in the holder , that i did not like",28-02-2014,283,0,0,0,0,0.0,0.0,fast problem loved price worked immediately never caused problem oh remembered place sd card make fit pc usually micro sd get stuck holder like,positive
514,"Azcopa ""azcopa""",5,"It worked in my android phone and will hold all my music, so i like it so far and would recommend",23-04-2014,229,0,0,0,0,0.0,0.0,worked android phone hold music like far would recommend,positive
515,"AZHawg ""MR""",5,I got this to go in my smart phone and it does the job great!  Inexpensive and it includes an adaptor card so I can use it in applications without a micro-SD slot.  This expands its versatility.,27-01-2014,315,0,0,0,0,0.0,0.0,got go smart phone job great inexpensive includes adaptor card use application without microsd slot expands versatility,positive
516,AZR2nut,5,I bought this to upgrade the 32GB MicroSD that was in my Samsung Galaxy S5. This works great!I recommend this for everyone.,26-06-2014,165,0,0,0,0,0.0,0.0,bought upgrade gb microsd samsung galaxy work greati recommend everyone,positive
517,"AZ Skater ""AZ Skater""",5,"Whether I'm on vacation or just taking photos and videos around the house I don't trust any other memory cards to keep all my memories.  I bought this card mainly for my Contour ROAM 2 Helmet Cam, but I've been using SanDisk Compact Flash Cards in my Canon DSLR and SanDisk SD Cards in my Panasonic HMC40 video camera and I've never had a single problem.  They don't fail, I've never had a file corrupted, they've survived x rays at the airport and extreme weather conditions.  Sometimes I'm tempted with the prices of other memory cards but in the end I go with the SanDisk for that warm and fuzzy feeling of knowing all my photos and videos will be perfectly safe.",1/2/2014,310,0,0,0,0,0.0,0.0,whether im vacation taking photo video around house dont trust memory card keep memory bought card mainly contour roam helmet cam ive using sandisk compact flash card canon dslr sandisk sd card panasonic hmc video camera ive never single problem dont fail ive never file corrupted theyve survived x ray airport extreme weather condition sometimes im tempted price memory card end go sandisk warm fuzzy feeling knowing photo video perfectly safe,positive
518,babygorilla,5,Used in my gopro. it holds a massive amount of video. No problems with it. It does what it is supposed to.,1/5/2014,221,0,0,0,0,0.0,0.0,used gopro hold massive amount video problem supposed,positive
519,backpacker15,5,Works great in GoPro Hero 3+. Super fast and gives plenty of storage capacity to video every outdoor activity I need.,3/10/2014,66,0,0,0,0,0.0,0.0,work great gopro hero super fast give plenty storage capacity video every outdoor activity need,positive
520,Baddley,5,"Works great! Perfect price,I'm using mine for my digital camera, and my DJI Phantom FC40.The chip holds tons of data and is exactly what I needed!Highly recommend for anyone needing both micro and standard SD. It's great to have the ability to plug and play to get the data!Buy it, Buy it! BUY IT!For the money I should have got the 64GB card.I will be buying more.",23-03-2014,260,0,0,0,0,0.0,0.0,work great perfect priceim using mine digital camera dji phantom fcthe chip hold ton data exactly neededhighly recommend anyone needing micro standard sd great ability plug play get databuy buy buy itfor money got gb cardi buying,positive
521,"Badotz ""Badotz""",5,"My Android tablet is a toy; there is nothing crucial on it. I plan on downloading maps for travel, and need more storage.I rooted my tablet, changed two lines in a control file, and now it sees the external card as the internal card (and vice versa). When I save apps and/or data to the SD card, everything goes to the 32GB SanDisk Ultra MicroSDHC card instead of the puny internal store! Woo-hoo!DISCLAIMER: Rooting a device usually voids its warranty. I am not condoning such action, nor am I responsible for the results of such action. The responsibility is yours.The tiny card fit into the tiny slot on my 9&#34;-screened tablet, and is invisible once installed. But we both know it's there! I couldn't be happier, and until that changes, this is my endorsement of the SDHC card.",18-06-2014,173,0,0,0,0,0.0,0.0,android tablet toy nothing crucial plan downloading map travel need storagei rooted tablet changed two line control file see external card internal card vice versa save apps andor data sd card everything go gb sandisk ultra microsdhc card instead puny internal store woohoodisclaimer rooting device usually void warranty condoning action responsible result action responsibility yoursthe tiny card fit tiny slot screened tablet invisible installed know couldnt happier change endorsement sdhc card,positive
522,BAGHDADI215,5,"great deal fast data good price . you can use it for any thing . you dont need card reader , it comes with one already",13-06-2013,543,0,0,0,0,0.0,0.0,great deal fast data good price use thing dont need card reader come one already,positive
523,BaltimoreDC,5,Works just fine.  Came with an adapter for a standard size card slot.  Installed in a Samsung Mini Tab 2.,11/12/2013,362,0,0,0,0,0.0,0.0,work fine came adapter standard size card slot installed samsung mini tab,positive
524,Bambi Price,5,I got a few of these for tablets and phones and they have been fine. I loaded them with movies for a trip and they playback was perfect. I used one in a camera for video and it was plenty fast enough for the clips I was taking.,29-12-2013,344,0,0,0,0,0.0,0.0,got tablet phone fine loaded movie trip playback perfect used one camera video plenty fast enough clip taking,positive
525,bandana,5,"buy this one. it was inserted in my galaxy note 2, and also my asus transformer infinity. i bought 2 of these cards. i will buy it again if i need to. its easy to install, just pop it in and your device reads it. it's that simple!",5/8/2013,490,0,0,0,0,0.0,0.0,buy one inserted galaxy note also asus transformer infinity bought card buy need easy install pop device read simple,positive
526,Barbara,5,"stored over 2000 pics in good quality and were transferred to laptop from tablet, very happy with San Disk Ultra",2/7/2014,159,0,0,0,0,0.0,0.0,stored pic good quality transferred laptop tablet happy san disk ultra,positive
527,Barbara M.,5,"Just the right size for my knitting and crafting patterns, lets me take them anywhere I go and helps when buying yarn and fabric because all the info I need is on my Nook.",13-01-2014,329,0,0,0,0,0.0,0.0,right size knitting crafting pattern let take anywhere go help buying yarn fabric info need nook,positive
528,barbarian,5,It works like sed it dose it's fast and works in my Xoom and have used it in my hd1010 xacti camera with an adapter.,6/2/2013,670,0,0,0,0,0.0,0.0,work like sed dose fast work xoom used hd xacti camera adapter,positive
529,bargain shopper,5,I bought this micro SD card for my Samsung pocket camera.I was amazed at how much storage I could shoot video in HD 1080 on such a tiny card.So far it is performing  nicely.,15-05-2013,572,0,0,0,0,0.0,0.0,bought micro sd card samsung pocket camerai amazed much storage could shoot video hd tiny cardso far performing nicely,positive
530,"Barotropic ""albedo""",5,"Installed in my Samsung Galaxy S4 (AT&T) for music, photos and video storage.  Works perfectly, never had a glitch in 6 months. (Formated as exFAT)",1/4/2014,251,0,0,0,0,0.0,0.0,installed samsung galaxy att music photo video storage work perfectly never glitch month formated exfat,positive
531,Barrett,5,Upgraded from the 32GB and very satisfied. Works great with my phone and large library of music. Def would reccomend.,24-05-2013,563,0,0,0,0,0.0,0.0,upgraded gb satisfied work great phone large library music def would reccomend,positive
532,Barry L.,5,"Although it may be overkill for the application, considering its capacity, this appears to work very well for firmware memory for the Raspberry Pi, and at the price I bought it for on last year's Cyber-Monday, I wish I could buy a few more of them for the same price.  I haven't tried it with the RPi overclocked, but it's worked without a glitch at the normal RPi clock rate.  I've also used the 32GB version of this in my music player, and it has worked well also.",4/2/2014,307,0,0,0,0,0.0,0.0,although may overkill application considering capacity appears work well firmware memory raspberry pi price bought last year cybermonday wish could buy price havent tried rpi overclocked worked without glitch normal rpi clock rate ive also used gb version music player worked well also,positive
533,Bart J. Schuck,5,"Recently upgraded to Samsung Note II. I've been wanting to carry more of my music. Turns out I only had a total of 12GB of music. But with the new 64GB card, that still gives me another 52GB for my photos, spreadsheets, word docs and PDF docs. I've been listening to my music stored on this card--No delays.",18-11-2012,750,0,0,0,0,0.0,0.0,recently upgraded samsung note ii ive wanting carry music turn total gb music new gb card still give another gb photo spreadsheet word doc pdf doc ive listening music stored cardno delay,positive
534,Bartoggle,5,I bought this for my son's Samsung Galaxy S4.  He had an 8gb card but it was filled.  This has more than enough space and the speed is excellent. He told me it is very fast compared to his last card. I would recommend this for sure.,13-11-2013,390,0,0,0,0,0.0,0.0,bought son samsung galaxy gb card filled enough space speed excellent told fast compared last card would recommend sure,positive
535,Barye Phillips,2,"Hard to review this as the card arrived DOA. Couldn't write to it at all, and it wouldn't format. I returned it and Amazon was great about the credit. I've owned several SanDisk memory cards and they have all performed well and I was a little surprised that this one failed out of the box. I'd read a good review of the Samsung 64GB micro card and I bought that instead. Very pleased with it.",7/3/2014,276,1,0,1,1,1.0,0.206549314,hard review card arrived doa couldnt write wouldnt format returned amazon great credit ive owned several sandisk memory card performed well little surprised one failed box id read good review samsung gb micro card bought instead pleased,negative
536,Bar Yochai,5,I use these for every project I work on.  It's a brand I trust and excited to continue with.  :),6/3/2014,277,0,0,0,0,0.0,0.0,use every project work brand trust excited continue,positive
537,baseballguy7,2,Stopped working and could not reformat.  Didn't have good luck with this item or the vendor selling this item.  Hopefully just a bad one...sandisk is usually pretty good,10/10/2012,789,0,0,0,0,0.0,0.0,stopped working could reformat didnt good luck item vendor selling item hopefully bad onesandisk usually pretty good,negative
538,B. Augustine,2,I loaded this memory card into my TF700T and could not get it to install. I found it to be a format issue and could not reformat it to get it to work. I sent it back and got the class 10 sandisc card ( non ultra ) and it loaded perfactly.,31-08-2012,829,0,0,0,0,0.0,0.0,loaded memory card tft could get install found format issue could reformat get work sent back got class sandisc card non ultra loaded perfactly,negative
539,"Bay33saw ""Person of Fun""",5,"This is the first class 10 memory card I have had and boy is it fast, I actually bought two, one for my digital camera and one for my Galaxy 2 7.0.  Saves images really fast in my camera and does not slow down my tablet at all, great product at a great price.",12/9/2012,817,0,0,0,0,0.0,0.0,first class memory card boy fast actually bought two one digital camera one galaxy save image really fast camera slow tablet great product great price,positive
540,Bayou Brit,5,"Perfect card for my Galaxy S3 - lots of capacity at a decent price, and not a no-name brand either.",23-01-2013,684,0,0,0,0,0.0,0.0,perfect card galaxy lot capacity decent price noname brand either,positive
541,Baz,5,"Couldn't wait to test it when I got home. Yes, the capacity is 128GB but shows less due to binary code. I managed to stuff 53 Hi-Def movies on to this. That is just insane. Speed is pretty good too. I managed 17MB/sec write and 45MB/sec read using a USB3.0 reader. This is for files 64KB or bigger. It slows down substantially with smaller files - typical for SD cards and thumb drives.Great warranty and only a small premium over 2 x 64GB cards.No regrets - highly recommended if you can get it at a decent price.",25-04-2014,227,1,0,1,1,1.0,0.206549314,couldnt wait test got home yes capacity gb show le due binary code managed stuff hidef movie insane speed pretty good managed mbsec write mbsec read using usb reader file kb bigger slows substantially smaller file typical sd card thumb drivesgreat warranty small premium x gb cardsno regret highly recommended get decent price,positive
542,bazigar911,5,Fantastic product as it is described. I purchased 2 of them. Delivery was fast. I will definitely buy it again and recommend this product to anyone.,12/7/2013,514,0,0,0,0,0.0,0.0,fantastic product described purchased delivery fast definitely buy recommend product anyone,positive
543,BB,5,"Excellent quality memory; good deal for the price! It functioned perfectly, good speed, and meets all my needs. I would definitely recommend for anyone using tablets. I am planning to buy another one shortly.",27-12-2013,346,0,0,0,0,0.0,0.0,excellent quality memory good deal price functioned perfectly good speed meet need would definitely recommend anyone using tablet planning buy another one shortly,positive
544,bbilt,5,"wouldn't trade it for anything. i need the extra space, so it is very helpful. and sandisk always makes good stuff",6/4/2014,246,0,0,0,0,0.0,0.0,wouldnt trade anything need extra space helpful sandisk always make good stuff,positive
545,BBJ,5,I use this in my Canon digital SLR.  Has lots of memory and the quality of images are great.  No disappointments.,24-03-2013,624,0,0,0,0,0.0,0.0,use canon digital slr lot memory quality image great disappointment,positive
546,B. Brooks,5,"I bought this about 5 months ago, give or take. I needed if for my Galaxy S3. It works perfect.",31-03-2013,617,0,0,0,0,0.0,0.0,bought month ago give take needed galaxy work perfect,positive
547,B. C. Dunlap,5,"We have bought two of these.  You get an open slot with your smartphone and you should use it.  Pictures, movies, and music will fill up your primary device storage in a heartbeat.  Further, it is a good practice to have your &#34;personal&#34; stuff, like the things I just mentioned, saved to an external drive so as to not be in the mix should the horrific happen and you have to get your phone wiped.Word to the wise:  ENCRYPT YOUR STORAGE, both Primary Device and External SD.  For the Samsung Galaxy S4 (at least), that, in turn, requires that you use a phone unlock code of at least SIX characters, with at least one of them being non-numeric.  I know this can appear to be a pain in the butt, but the first time your device is ganked and you aren't panicking because your stuff is encrypted, you'll thank me.  Nekkid pictures aren't the only things of concern, mind you.  An unencrypted device, stolen by the wrong hands, isn't just $25 in crack cocaine money...it is much, much more than that in terms of lucrative identity theft opportunities.  Don't be &#34;that guy&#34;.  Encrypt your phone.  There are walk-throughs showing how to do that for whatever device you happen to have on YouTube, I am certain.",5/12/2014,3,0,0,0,0,0.0,0.0,bought two get open slot smartphone use picture movie music fill primary device storage heartbeat good practice personal stuff like thing mentioned saved external drive mix horrific happen get phone wipedword wise encrypt storage primary device external sd samsung galaxy least turn requires use phone unlock code least six character least one nonnumeric know appear pain butt first time device ganked arent panicking stuff encrypted youll thank nekkid picture arent thing concern mind unencrypted device stolen wrong hand isnt crack cocaine moneyit much much term lucrative identity theft opportunity dont guy encrypt phone walkthroughs showing whatever device happen youtube certain,positive
548,bcskelly,5,Installed into my galaxy s3 and it reads and writes very fast. Having that much storage is awesome. It had over 59 gb after formating.,13-12-2012,725,0,0,0,0,0.0,0.0,installed galaxy read writes fast much storage awesome gb formating,positive
549,"B. Davis ""The Good Guy""",5,"This Works As Expected And is WAYYYY faster than my 8Gig Class 2 card.my old card would slow down my phone as it was close to being full and would take forever to load up everything Music Files, Pictures Etc. This Card however I've Loaded more than 8GB of stuff on there, Put everything from my old Card and more, It Reads and loads Up Fine, No need to wait. BuY THIS CARD",31-12-2013,342,0,0,0,0,0.0,0.0,work expected wayyyy faster gig class cardmy old card would slow phone close full would take forever load everything music file picture etc card however ive loaded gb stuff put everything old card read load fine need wait buy card,positive
550,B Dicky,5,Could not ask for anything more. It is exactly as advertised and I have no issues. I have not gotten to try it in a UHS device yet but cannot wait to do so.,30-05-2013,557,0,0,0,0,0.0,0.0,could ask anything exactly advertised issue gotten try uhs device yet wait,positive
551,Beach Panda,5,"Bought it for my S4; it Works like a charm.  No setup needed, my S4 reads it automatically.  Great price. :)",12/2/2013,664,0,0,0,0,0.0,0.0,bought work like charm setup needed read automatically great price,positive
552,Bean Bean,5,"Bought this for my new Samsung digital camera. No complaints. It does what it's supposed to do, and I haven't noticed any problems with quality.",4/2/2014,307,0,0,0,0,0.0,0.0,bought new samsung digital camera complaint supposed havent noticed problem quality,positive
553,Beantown,5,"I run this in my Samsung Galaxy II. Works like a champ and it's really fast. Unless your phone supports exFAT this is as big as you can go. It might find it, but you will only be able to use 32GB...that's why the file system is called FAT32.",2/12/2013,371,0,0,0,0,0.0,0.0,run samsung galaxy ii work like champ really fast unless phone support exfat big go might find able use gbthats file system called fat,positive
554,bearda,5,The internal memory on my ASUS tablet is kinda slow.  I installed this bad boy into my tablet and install the OS onto it.  Now the tablet runs nice and fast!,27-10-2013,407,0,0,0,0,0.0,0.0,internal memory asus tablet kinda slow installed bad boy tablet install o onto tablet run nice fast,positive
555,Bearicus,5,My old microsd causes images taken to get corrupted probably because of the write speed it can't handle. This one works great! It has been a a few months and it still working good. I haven't seen any problem at. It seems pretty fast compare to my old  transcend. I would recommend it as Sandisk is already proven. It might cost a little more but it seems more reliable.,17-09-2013,447,0,0,0,0,0.0,0.0,old microsd cause image taken get corrupted probably write speed cant handle one work great month still working good havent seen problem seems pretty fast compare old transcend would recommend sandisk already proven might cost little seems reliable,positive
556,"Beau Hunter ""Beau""",5,"Figured there was not going to be any issues with SanDisk; produce arrived in well packaged - removed it, formatted it on computer, and installed. Working fine!",1/10/2014,68,0,0,0,0,0.0,0.0,figured going issue sandisk produce arrived well packaged removed formatted computer installed working fine,positive
557,bebo,5,Worked good in my talbet and gave it more space too do more games and pictures and download too save all your pictures,1/1/2014,341,0,0,0,0,0.0,0.0,worked good talbet gave space game picture download save picture,positive
558,Be Bop,5,"What can I say about a memory card?  I purchased it to increase the memory in my phone, it fits as it should, and works as it should.",14-10-2013,420,0,0,0,0,0.0,0.0,say memory card purchased increase memory phone fit work,positive
559,Becky Conroy,4,"What can I say SanDisk has the micro SD figured out.  Works with Asus Memo pad hd 7, movies for long trips.",3/5/2014,219,0,0,0,0,0.0,0.0,say sandisk micro sd figured work asus memo pad hd movie long trip,positive
560,Beechnut87,5,What can i say my old 8GB died and this is working like a champ trust the brand for a long time and expect nothing but the best,26-12-2013,347,0,0,0,0,0.0,0.0,say old gb died working like champ trust brand long time expect nothing best,positive
561,Bee,5,"My S3 did not recognize card when it was formatted exFAT.  S3 seems to have problem supporting exFAT format in higher capacity like 32gb or 64gb.When I inserted the SD card, it just kept saying that SD card was ""damaged"" and I just got stuck on ""Unmounting SD card"" screen when I tried to format it on my phone.I just manually formatted the SD card to FAT32 in Windows 8 and inserted it into my phone.It runs smooth now.  Seems like a lot of people are having trouble to get the SanDisk 64gb to work in S3.  Hope this helps.",31-05-2013,556,0,0,0,0,0.0,0.0,recognize card formatted exfat seems problem supporting exfat format higher capacity like gb gbwhen inserted sd card kept saying sd card damaged got stuck unmounting sd card screen tried format phonei manually formatted sd card fat window inserted phoneit run smooth seems like lot people trouble get sandisk gb work hope help,positive
562,BeeRad,5,Look no further. Perfect for my galaxy devices. I purchased a few of these and switch them between devices for quick data transfer. Highly recommended.,15-09-2013,449,0,0,0,0,0.0,0.0,look perfect galaxy device purchased switch device quick data transfer highly recommended,positive
563,Beetho,5,"This is a very good item, fits perfectly in my tablet, its confortable, and protect it. Works very nice, great item...",3/4/2013,614,0,0,0,0,0.0,0.0,good item fit perfectly tablet confortable protect work nice great item,positive
564,"B. E. Harkins ""Billy in South Ga""",5,I got this to put in the i9 by cect that I got through amazon and it works great. bye,1/10/2013,433,0,0,0,0,0.0,0.0,got put cect got amazon work great bye,positive
565,Benchernif,5,I almost got myself a 16GB but decided on the 32GB last minute.  I'm so glad I did - I filled up my Hero3 White edition with over 20k time-lapse images and a few hours of HD footage.  These things are solid and reliable.  I filled it up over a 6 day period doing some work in Haiti.,24-01-2013,683,0,0,0,0,0.0,0.0,almost got gb decided gb last minute im glad filled hero white edition k timelapse image hour hd footage thing solid reliable filled day period work haiti,positive
566,"Bender ""Bender""",5,"Can be used with my phone as well as with my computers, thanks to the included adapter. I use these to back up/store pictures and documents instead of a separate external hard drive... I just put a number on the disk, as well as a numbered label on the plastic storage case it comes with, so I can remember what is on which disk. Easy to use and store!",17-02-2013,659,0,0,0,0,0.0,0.0,used phone well computer thanks included adapter use back upstore picture document instead separate external hard drive put number disk well numbered label plastic storage case come remember disk easy use store,positive
567,Ben Ellefson,5,Really fast processing speeds and saves crystal clear footage. Haven't had any problems with it and don't expect to have any.,3/11/2013,400,0,0,0,0,0.0,0.0,really fast processing speed save crystal clear footage havent problem dont expect,positive
